Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2008,ALASKA,"CRAB, KING **",27217618.00,12346.00,122777943.00,Public,Commercial,Paralithodes,97934,AKFIN
2008,ALASKA,"CRAB, SNOW",62442257.00,28324.00,106296177.00,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2008,ALASKA,"CRAB, SOUTHERN TANNER",3635754.00,1649.00,6312073.00,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2007,ALASKA,"CRAB, KING **",25938834.00,11766.00,100153044.00,Public,Commercial,Paralithodes,97934,AKFIN
2007,ALASKA,"CRAB, SNOW",34124621.00,15479.00,54648880.00,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2007,ALASKA,"CRAB, SOUTHERN TANNER",4157555.00,1886.00,7068564.00,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2006,ALASKA,"CRAB, KING **",21641434.00,9816.00,67060076.00,Public,Commercial,Paralithodes,97934,AKFINHIST
2006,ALASKA,"CRAB, SNOW",38019384.00,17245.00,30453809.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2006,ALASKA,"CRAB, SOUTHERN TANNER",4501816.00,2042.00,6261550.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2005,ALASKA,"CRAB, KING **",23938929.00,10859.00,91042174.00,Public,Commercial,Paralithodes,97934,AKFINHIST
2005,ALASKA,"CRAB, SNOW",24864785.00,11279.00,42760967.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2005,ALASKA,"CRAB, SOUTHERN TANNER",3517925.00,1596.00,6178904.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2004,ALASKA,"CRAB, KING **",22074076.00,10013.00,93597078.00,Public,Commercial,Paralithodes,97934,AKFINHIST
2004,ALASKA,"CRAB, SNOW",23687517.00,10745.00,48635717.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2004,ALASKA,"CRAB, SOUTHERN TANNER",1520871.00,690.00,3745171.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2003,ALASKA,"CRAB, KING **",22886056.00,10381.00,105454503.00,Public,Commercial,Paralithodes,97934,AKFINHIST
2003,ALASKA,"CRAB, SNOW",27510643.00,12479.00,50423551.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2003,ALASKA,"CRAB, SOUTHERN TANNER",1306765.00,593.00,2855646.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2002,ALASKA,"CRAB, KING **",16790529.00,7616.00,84753384.00,Public,Commercial,Paralithodes,97934,AKFINHIST
2002,ALASKA,"CRAB, SNOW",31936016.00,14486.00,43976897.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2002,ALASKA,"CRAB, SOUTHERN TANNER",1301644.00,590.00,2466904.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2001,ALASKA,"CRAB, KING **",16051074.00,7281.00,65556283.00,Public,Commercial,Paralithodes,97934,AKFINHIST
2001,ALASKA,"CRAB, SNOW",24792145.00,11246.00,38319216.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2001,ALASKA,"CRAB, SOUTHERN TANNER",2051637.00,931.00,4256448.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
2000,ALASKA,"CRAB, KING **",15096884.00,6848.00,61638849.00,Public,Commercial,Paralithodes,97934,AKFINHIST
2000,ALASKA,"CRAB, SNOW",32810551.00,14883.00,60535468.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
2000,ALASKA,"CRAB, SOUTHERN TANNER",1686069.00,765.00,4019160.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1999,ALASKA,"CRAB, KING **",16919447.00,7675.00,88073619.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1999,ALASKA,"CRAB, SNOW",182997046.00,83007.00,161037400.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1999,ALASKA,"CRAB, SOUTHERN TANNER",2165478.00,982.00,4745691.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1998,ALASKA,"CRAB, KING **",23722639.00,10761.00,56212077.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1998,ALASKA,"CRAB, SNOW",240433650.00,109060.00,135847412.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1998,ALASKA,"CRAB, SOUTHERN TANNER",2684986.00,1218.00,5393753.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1997,ALASKA,"CRAB, KING **",20665121.00,9374.00,57672941.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1997,ALASKA,"CRAB, SNOW",117179683.00,53152.00,92337590.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1997,ALASKA,"CRAB, SOUTHERN TANNER",1812413.00,822.00,3594961.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1996,ALASKA,"CRAB, KING **",21306441.00,9665.00,64820705.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1996,ALASKA,"CRAB, SNOW",64363158.00,29195.00,87949038.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1996,ALASKA,"CRAB, SOUTHERN TANNER",3715663.00,1685.00,8681729.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1995,ALASKA,"CRAB, KING **",14287223.00,6481.00,41305911.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1995,ALASKA,"CRAB, SNOW",74005359.00,33569.00,174488599.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1995,ALASKA,"CRAB, SOUTHERN TANNER",6650785.00,3017.00,21498617.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1994,ALASKA,"CRAB, KING **",12966229.00,5881.00,57141985.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1994,ALASKA,"CRAB, SNOW",147992955.00,67129.00,199346511.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1994,ALASKA,"CRAB, SOUTHERN TANNER",11571519.00,5249.00,44937835.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1993,ALASKA,"CRAB, KING **",26963626.00,12231.00,91660530.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1993,ALASKA,"CRAB, SNOW",229213048.00,103970.00,173055858.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1993,ALASKA,"CRAB, SOUTHERN TANNER",27171928.00,12325.00,48793053.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1992,ALASKA,"CRAB, KING **",19251865.00,8733.00,71577009.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1992,ALASKA,"CRAB, SNOW",312976182.00,141965.00,160164650.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1992,ALASKA,"CRAB, SOUTHERN TANNER",41637338.00,18887.00,70251490.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1991,ALASKA,"CRAB, KING **",27983835.00,12693.00,86597555.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1991,ALASKA,"CRAB, SNOW",325183233.00,147502.00,164468126.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1991,ALASKA,"CRAB, SOUTHERN TANNER",43003857.00,19506.00,63600888.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1990,ALASKA,"CRAB, KING **",34109272.00,15472.00,148205877.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1990,ALASKA,"CRAB, SNOW",160024686.00,72587.00,100015433.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1990,ALASKA,"CRAB, SOUTHERN TANNER",54831176.00,24871.00,91832613.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1989,ALASKA,"CRAB, KING **",24464842.00,11097.00,97806829.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1989,ALASKA,"CRAB, SNOW",147645204.00,66971.00,117968365.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1989,ALASKA,"CRAB, SOUTHERN TANNER",15623511.00,7087.00,45281173.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1988,ALASKA,"CRAB, KING **",20988031.00,9520.00,84478800.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1988,ALASKA,"CRAB, SNOW",130817707.00,59339.00,109232789.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1988,ALASKA,"CRAB, SOUTHERN TANNER",13539220.00,6141.00,30986522.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1987,ALASKA,"CRAB, KING **",30439880.00,13807.00,99009063.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1987,ALASKA,"CRAB, SNOW",100924939.00,45779.00,74886305.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1987,ALASKA,"CRAB, SOUTHERN TANNER",11883781.00,5390.00,27031713.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1986,ALASKA,"CRAB, KING **",27798948.00,12610.00,92312548.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1986,ALASKA,"CRAB, SNOW",96582736.00,43810.00,52830757.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1986,ALASKA,"CRAB, SOUTHERN TANNER",14875772.00,6748.00,26489219.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1985,ALASKA,"CRAB, KING **",16093202.00,7300.00,33588770.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1985,ALASKA,"CRAB, SNOW",64952252.00,29462.00,22089480.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1985,ALASKA,"CRAB, SOUTHERN TANNER",9982722.00,4528.00,14293930.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1984,ALASKA,"CRAB, KING **",18602572.00,8438.00,43637534.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1984,ALASKA,"CRAB, SNOW",26014330.00,11800.00,7804299.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1984,ALASKA,"CRAB, SOUTHERN TANNER",6700104.00,3039.00,7919298.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1983,ALASKA,"CRAB, KING **",26848652.00,12178.00,74909840.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1983,ALASKA,"CRAB, SNOW",24810124.00,11254.00,9217997.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1983,ALASKA,"CRAB, SOUTHERN TANNER",11176863.00,5070.00,13803894.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1982,ALASKA,"CRAB, KING **",39702384.00,18009.00,106488520.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1982,ALASKA,"CRAB, SNOW",28328870.00,12850.00,17067382.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1982,ALASKA,"CRAB, SOUTHERN TANNER",20821210.00,9444.00,30181012.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1981,ALASKA,"CRAB, KING **",88572013.00,40176.00,123058872.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1981,ALASKA,"CRAB, SNOW",41859644.00,18987.00,11050946.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1981,ALASKA,"CRAB, SOUTHERN TANNER",35200737.00,15967.00,21857190.00,Public,Commercial,Chionoecetes bairdi,98429,AKFINHIST
1980,ALASKA,"CRAB, KING **",185325374.00,84063.00,174339680.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1979,ALASKA,"CRAB, KING **",149658089.00,67884.00,148853181.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1978,ALASKA,"CRAB, KING **",121281370.00,55013.00,155873143.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1977,ALASKA,"CRAB, KING **",98398600.00,44633.00,102028717.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1976,ALASKA,"CRAB, KING **",105899200.00,48036.00,68688972.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1975,ALASKA,"CRAB, KING **",97626600.00,44283.00,38251448.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1974,ALASKA,"CRAB, KING **",95213800.00,43189.00,39153941.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1973,ALASKA,"CRAB, KING **",76824100.00,34847.00,47702211.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1972,ALASKA,"CRAB, KING **",94244700.00,42749.00,31839526.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1971,ALASKA,"CRAB, KING **",70703100.00,32071.00,19077253.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1970,ALASKA,"CRAB, KING **",52061000.00,23615.00,13189672.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1969,ALASKA,"CRAB, KING **",57729800.00,26186.00,15643768.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1968,ALASKA,"CRAB, KING **",82035500.00,37211.00,21878135.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1968,ALASKA,"CRAB, SNOW",3246800.00,1473.00,323590.00,Public,Commercial,Chionoecetes opilio,98428,AKFINHIST
1967,ALASKA,"CRAB, KING **",127715900.00,57932.00,14969768.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1966,ALASKA,"CRAB, KING **",159201700.00,72213.00,15670485.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1965,ALASKA,"CRAB, KING **",131670700.00,59725.00,12729360.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1964,ALASKA,"CRAB, KING **",86720700.00,39336.00,8186190.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1963,ALASKA,"CRAB, KING **",78740300.00,35716.00,7607360.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1962,ALASKA,"CRAB, KING **",52782200.00,23942.00,5278210.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1961,ALASKA,"CRAB, KING **",43411600.00,19691.00,3913700.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1960,ALASKA,"CRAB, KING **",28570016.00,12959.00,2286136.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1959,ALASKA,"CRAB, KING **",18839470.00,8546.00,1477980.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1958,ALASKA,"CRAB, KING **",11211554.00,5086.00,896924.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1957,ALASKA,"CRAB, KING **",12488131.00,5665.00,999050.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1956,ALASKA,"CRAB, KING **",8796022.00,3990.00,864065.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1955,ALASKA,"CRAB, KING **",8162920.00,3703.00,808654.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1954,ALASKA,"CRAB, KING **",8871070.00,4024.00,880465.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1953,ALASKA,"CRAB, KING **",4613209.00,2093.00,547431.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1952,ALASKA,"CRAB, KING **",2772833.00,1258.00,388197.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1951,ALASKA,"CRAB, KING **",1993912.00,904.00,227622.00,Public,Commercial,Paralithodes,97934,AKFINHIST
1950,ALASKA,"CRAB, KING **",1519249.00,689.00,91155.00,Public,Commercial,Paralithodes,97934,AKFINHIST
